ts_utc,match,kickoff_utc,bookmaker,market,outcome,point,price
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,williamhill,totals,Under,2.5,1.8
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,unibet_uk,h2h,Belgium,,1.62
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,unibet_uk,h2h,Egypt,,5.5
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,unibet_uk,h2h,Draw,,3.8
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,livescorebet,h2h,Belgium,,1.58
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,livescorebet,h2h,Egypt,,5.6
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,livescorebet,h2h,Draw,,3.85
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,leovegas,h2h,Belgium,,1.6
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,leovegas,h2h,Egypt,,5.8
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,leovegas,h2h,Draw,,3.95
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,leovegas,totals,Over,2.5,1.92
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,leovegas,totals,Under,2.5,1.83
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,virginbet,h2h,Belgium,,1.58
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,virginbet,h2h,Egypt,,5.6
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,virginbet,h2h,Draw,,3.85
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,boylesports,h2h,Belgium,,1.6
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,boylesports,h2h,Egypt,,5.5
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,boylesports,h2h,Draw,,3.8
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfred_uk,h2h,Belgium,,1.62
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfred_uk,h2h,Egypt,,5.5
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfred_uk,h2h,Draw,,3.75
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betvictor,h2h,Belgium,,1.6
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betvictor,h2h,Egypt,,5.75
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betvictor,h2h,Draw,,3.8
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h,Belgium,,1.66
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h,Egypt,,6.2
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h,Draw,,4.1
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h_lay,Belgium,,1.67
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h_lay,Egypt,,6.4
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,h2h_lay,Draw,,4.2
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,totals,Over,2.5,2.04
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,matchbook,totals,Under,2.5,1.92
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h,Belgium,,1.66
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h,Egypt,,6.2
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h,Draw,,4.1
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h_lay,Belgium,,1.67
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h_lay,Egypt,,6.4
2026-06-12 20:20,Belgium v Egypt,2026-06-15T19:00:00Z,betfair_ex_uk,h2h_lay,Draw,,4.2
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,paddypower,h2h,Paraguay,,501.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,paddypower,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,paddypower,h2h,Draw,,81.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,skybet,h2h,Paraguay,,451.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,skybet,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,skybet,h2h,Draw,,91.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,grosvenor,totals,Over,4.5,2.38
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,grosvenor,totals,Under,4.5,1.51
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h,Paraguay,,460.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h,USA,,1.01
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h,Draw,,90.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h_lay,Paraguay,,560.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h_lay,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betfair_ex_uk,h2h_lay,Draw,,110.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h,Paraguay,,303.03
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h,USA,,1.37
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h,Draw,,80.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h_lay,Paraguay,,12.5
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h_lay,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,smarkets,h2h_lay,Draw,,5.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,casumo,totals,Over,4.5,2.4
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,casumo,totals,Under,4.5,1.54
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,coral,h2h,Paraguay,,126.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,coral,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,coral,h2h,Draw,,46.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,ladbrokes_uk,h2h,Paraguay,,126.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,ladbrokes_uk,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,ladbrokes_uk,h2h,Draw,,46.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betway,h2h,Paraguay,,301.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betway,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betway,h2h,Draw,,41.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,sport888,h2h,Paraguay,,71.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,sport888,h2h,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,sport888,h2h,Draw,,19.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,unibet_uk,h2h,Paraguay,,81.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,unibet_uk,h2h,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,unibet_uk,h2h,Draw,,15.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,leovegas,totals,Over,4.5,2.33
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,leovegas,totals,Under,4.5,1.5
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,boylesports,h2h,Paraguay,,101.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,boylesports,h2h,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,boylesports,h2h,Draw,,21.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betvictor,h2h,Paraguay,,51.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betvictor,h2h,USA,,1.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,betvictor,h2h,Draw,,46.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h,Paraguay,,480.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h,USA,,1.01
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h,Draw,,90.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h_lay,Paraguay,,510.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h_lay,USA,,1.02
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,h2h_lay,Draw,,120.0
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,totals,Over,3.5,1.33
2026-06-13 01:57,USA v Paraguay,2026-06-13T01:02:00Z,matchbook,totals,Under,3.5,3.9
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Qatar,,16.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Switzerland,,1.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,h2h,Draw,,6.75
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,totals,Over,2.5,1.63
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,casumo,totals,Under,2.5,2.23
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Qatar,,16.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Switzerland,,1.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,h2h,Draw,,6.75
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,totals,Over,2.5,1.63
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,leovegas,totals,Under,2.5,2.23
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Qatar,,15.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Switzerland,,1.18
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,livescorebet,h2h,Draw,,6.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Qatar,,15.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Switzerland,,1.18
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,virginbet,h2h,Draw,,6.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Qatar,,15.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Switzerland,,1.19
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,h2h,Draw,,6.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,totals,Over,2.5,1.63
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,grosvenor,totals,Under,2.5,2.23
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Qatar,,14.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Switzerland,,1.23
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,unibet_uk,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Qatar,,17.01
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Switzerland,,1.24
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h,Draw,,7.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Qatar,,17.99
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Switzerland,,1.25
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,smarkets,h2h_lay,Draw,,7.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Switzerland,,1.22
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,totals,Over,2.5,1.67
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,williamhill,totals,Under,2.5,2.1
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Qatar,,17.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Switzerland,,1.24
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h,Draw,,7.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Qatar,,17.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Switzerland,,1.25
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_ex_uk,h2h_lay,Draw,,7.4
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Switzerland,,1.22
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betway,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Switzerland,,1.18
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,skybet,h2h,Draw,,7.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Qatar,,11.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Switzerland,,1.22
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,ladbrokes_uk,h2h,Draw,,5.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Switzerland,,1.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,sport888,h2h,Draw,,5.75
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Qatar,,14.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Switzerland,,1.18
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,paddypower,h2h,Draw,,6.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Qatar,,11.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Switzerland,,1.22
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,coral,h2h,Draw,,5.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Switzerland,,1.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,boylesports,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Switzerland,,1.22
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfred_uk,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Qatar,,15.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Switzerland,,1.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betvictor,h2h,Draw,,6.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Qatar,,16.5
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Switzerland,,1.25
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h,Draw,,7.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Qatar,,17.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Switzerland,,1.26
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,matchbook,h2h_lay,Draw,,7.2
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Qatar,,13.0
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Switzerland,,1.17
2026-06-13 01:57,Qatar v Switzerland,2026-06-13T19:00:00Z,betfair_sb_uk,h2h,Draw,,5.5
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Brazil,,1.67
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,paddypower,h2h,Draw,,3.7
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Brazil,,1.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,skybet,h2h,Draw,,3.8
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Brazil,,1.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Morocco,,5.3
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,h2h,Draw,,3.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,totals,Over,2.5,2.02
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,grosvenor,totals,Under,2.5,1.77
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Brazil,,1.73
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Morocco,,5.8
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h_lay,Brazil,,1.74
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h_lay,Morocco,,5.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_ex_uk,h2h_lay,Draw,,3.95
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h,Brazil,,1.72
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h,Morocco,,5.8
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h_lay,Brazil,,1.74
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h_lay,Morocco,,6.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,smarkets,h2h_lay,Draw,,3.95
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,casumo,h2h,Brazil,,1.67
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,casumo,h2h,Morocco,,5.4
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,casumo,h2h,Draw,,3.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,casumo,totals,Over,2.5,2.02
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,casumo,totals,Under,2.5,1.77
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,coral,h2h,Brazil,,1.67
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,coral,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,coral,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,ladbrokes_uk,h2h,Brazil,,1.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,ladbrokes_uk,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,ladbrokes_uk,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betway,h2h,Brazil,,1.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betway,h2h,Morocco,,5.25
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betway,h2h,Draw,,3.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,sport888,h2h,Brazil,,1.57
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,sport888,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,sport888,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,williamhill,h2h,Brazil,,1.6
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,williamhill,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,williamhill,h2h,Draw,,4.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,williamhill,totals,Over,2.5,1.95
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,williamhill,totals,Under,2.5,1.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,unibet_uk,h2h,Brazil,,1.67
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,unibet_uk,h2h,Morocco,,5.25
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,unibet_uk,h2h,Draw,,3.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,livescorebet,h2h,Brazil,,1.64
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,livescorebet,h2h,Morocco,,5.25
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,livescorebet,h2h,Draw,,3.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,leovegas,h2h,Brazil,,1.67
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,leovegas,h2h,Morocco,,5.4
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,leovegas,h2h,Draw,,3.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,leovegas,totals,Over,2.5,2.02
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,leovegas,totals,Under,2.5,1.77
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,virginbet,h2h,Brazil,,1.64
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,virginbet,h2h,Morocco,,5.25
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,virginbet,h2h,Draw,,3.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,boylesports,h2h,Brazil,,1.62
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,boylesports,h2h,Morocco,,5.0
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,boylesports,h2h,Draw,,3.5
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfred_uk,h2h,Brazil,,1.62
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfred_uk,h2h,Morocco,,5.5
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfred_uk,h2h,Draw,,3.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betvictor,h2h,Brazil,,1.65
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betvictor,h2h,Morocco,,5.25
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betvictor,h2h,Draw,,3.7
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h,Brazil,,1.74
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h,Morocco,,5.8
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h,Draw,,3.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h_lay,Brazil,,1.75
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h_lay,Morocco,,5.9
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,matchbook,h2h_lay,Draw,,3.95
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_sb_uk,h2h,Brazil,,1.62
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_sb_uk,h2h,Morocco,,4.5
2026-06-13 01:57,Brazil v Morocco,2026-06-13T22:00:00Z,betfair_sb_uk,h2h,Draw,,3.2
2026-06-13 01:57,Haiti v Scotland,2026-06-14T01:00:00Z,paddypower,h2h,Haiti,,5.5
2026-06-13 01:57,Haiti v Scotland,2026-06-14T01:00:00Z,paddypower,h2h,Scotland,,1.57
2026-06-13 01:57,Haiti v Scotland,2026-06-14T01:00:00Z,paddypower,h2h,Draw,,4.0
2026-06-13 01:57,Haiti v Scotland,2026-06-14T01:00:00Z,skybet,h2h,Haiti,,5.5
